2017-03-11 12:01:31 INFO  CannonSocket:58 - Connect: /127.0.0.1
2017-03-11 12:01:37 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"0\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:45 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:46 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:46 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:46 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:46 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:47 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:47 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:47 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
2017-03-11 12:01:47 DEBUG CannonSocket:70 - Get message: {"type":"start_request","data":"{\"angle\":\"-0.7\",\"surfaceY\":-5,\"barrelRadius\":4,\"force\":\"17\",\"barrelHeight\":20,\"positionX\":0,\"positionY\":0}"}
